scalerank	featurecla	labelrank	sovereignt	sov_a3	adm0_dif	level	type	admin	adm0_a3	geou_dif	geounit	gu_a3	su_dif	subunit	su_a3	brk_diff	name	name_long	brk_a3	brk_name	brk_group	abbrev	postal	formal_en	formal_fr	note_adm0	note_brk	name_sort	name_alt	mapcolor7	mapcolor8	mapcolor9	mapcolor13	pop_est	gdp_md_est	pop_year	lastcensus	gdp_year	economy	income_grp	wikipedia	fips_10	iso_a2	iso_a3	iso_n3	un_a3	wb_a2	wb_a3	woe_id	adm0_a3_is	adm0_a3_us	adm0_a3_un	adm0_a3_wb	continent	region_un	subregion	region_wb	name_len	long_len	abbrev_len	tiny	homepart	eleven	twelwe	thirteen	fourteen	fifteen	sixteen	seventeen	eighteen
1	Admin-0 country	4	Sierra Leone	SLE	0	2	Sovereign country	Sierra Leone	SLE	0	Sierra Leone	SLE	0	Sierra Leone	SLE	0	Sierra Leone	Sierra Leone	SLE	Sierra Leone		S.L.	SL	Republic of Sierra Leone				Sierra Leone		1	4	1	7	6440053	4285	-99	2004	-99	7. Least developed region	5. Low income	-99		SL	SLE	694	694	SL	SLE	-99	SLE	SLE	-99	-99	Africa	Africa	Western Africa	Sub-Saharan Africa	12	12	4	-99	1	2942546781	3801862611	4920343194	5015157815	4218723875	3674794530	3739577973	4085114794
1	Admin-0 country	6	El Salvador	SLV	0	2	Sovereign country	El Salvador	SLV	0	El Salvador	SLV	0	El Salvador	SLV	0	El Salvador	El Salvador	SLV	El Salvador		El. S.	SV	Republic of El Salvador				El Salvador		1	4	6	8	7185218	43630	-99	2007	-99	6. Developing region	4. Lower middle income	-99		SV	SLV	222	222	SV	SLV	-99	SLV	SLV	-99	-99	North America	Americas	Central America	Latin America & Caribbean	11	11	6	-99	1	20284000000	21386000000	21991000000	22593000000	23438000000	24154000000	24928000000	26057000000
3	Admin-0 country	6	San Marino	SMR	0	2	Sovereign country	San Marino	SMR	0	San Marino	SMR	0	San Marino	SMR	0	San Marino	San Marino	SMR	San Marino		S.M.	RSM	Republic of San Marino				San Marino		2	3	1	6	30324	1662	-99	2010	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		SM	SMR	674	674	SM	SMR	-99	SMR	SMR	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	10	10	4	5	1	2054489852	1800077091	1865374402	1788510017	1523012088	1564380530	1632860040	1672860040
1	Admin-0 country	6	Somalia	SOM	0	2	Sovereign country	Somalia	SOM	0	Somalia	SOM	0	Somalia	SOM	0	Somalia	Somalia	SOM	Somalia		Som.	SO	Federal Republic of Somalia				Somalia		2	8	6	7	9832017	5524	-99	1987	-99	7. Least developed region	5. Low income	-99		SO	SOM	706	706	SO	SOM	-99	SOM	SOM	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	7	7	4	-99	1	3752402684	3832402684	3892402684	3963532308	4048860871	4198485403	4508845348	4720727278
3	Admin-0 country	4	France	FR1	1	2	Dependency	Saint Pierre and Miquelon	SPM	0	Saint Pierre and Miquelon	SPM	0	Saint Pierre and Miquelon	SPM	0	St. Pierre and Miquelon	Saint Pierre and Miquelon	SPM	St. Pierre and Miquelon		St. P.M.	PM	Saint Pierre and Miquelon		Fr.		St. Pierre and Miquelon		7	5	9	11	7051	48.3	-99	-99	-99	2. Developed region: nonG7	3. Upper middle income	-99		PM	SPM	666	666	-99	-99	-99	SPM	SPM	-99	-99	North America	Americas	Northern America	North America	23	25	8	3	-99	0	0	0	0	0	0	0	0
1	Admin-0 country	5	Republic of Serbia	SRB	0	2	Sovereign country	Republic of Serbia	SRB	0	Republic of Serbia	SRB	0	Republic of Serbia	SRB	0	Serbia	Serbia	SRB	Serbia		Serb.	RS	Republic of Serbia				Serbia		3	3	2	10	7379339	80340	-99	2011	-99	6. Developing region	3. Upper middle income	-99		RS	SRB	688	688	YF	SRB	-99	SRB	SRB	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	6	6	5	-99	1	49258136128	43309252921	48394239474	47062206677	39628550868	40630392018	44120424391	50597289146
1	Admin-0 country	3	South Sudan	SDS	0	2	Sovereign country	South Sudan	SDS	0	South Sudan	SDS	0	South Sudan	SDS	0	S. Sudan	South Sudan	SDS	S. Sudan		S. Sud.	SS	Republic of South Sudan				South Sudan		1	3	3	5	10625176	13227	-99	2008	-99	7. Least developed region	5. Low income	-99		SS	SSD	728	728	SS	SSD	-99	SSD	SDS	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	8	11	7	-99	1	14907308933	11931472172	18426469030	13962212837	11997800751	11797800751	12097800751	12397800751
1	Admin-0 country	6	Sao Tome and Principe	STP	0	2	Sovereign country	Sao Tome and Principe	STP	0	Sao Tome and Principe	STP	0	Sao Tome and Principe	STP	0	São Tomé and Principe	São Tomé and Principe	STP	Sao Tome and Principe		S.T.P.	ST	Democratic Republic of São Tomé and Principe				São Tomé and Principe		1	6	1	7	212679	276.5	-99	2001	-99	7. Least developed region	4. Lower middle income	-99		ST	STP	678	678	ST	STP	-99	STP	STP	-99	-99	Africa	Africa	Middle Africa	Sub-Saharan Africa	21	21	6	3	1	233213521	252560556	302925488	348941656	318265835	347545391	375040173	422296762
1	Admin-0 country	4	Suriname	SUR	0	2	Sovereign country	Suriname	SUR	0	Suriname	SUR	0	Suriname	SUR	0	Suriname	Suriname	SUR	Suriname		Sur.	SR	Republic of Suriname				Suriname		1	4	7	6	481267	4254	-99	2004	-99	6. Developing region	3. Upper middle income	-99		SR	SUR	740	740	SR	SUR	-99	SUR	SUR	-99	-99	South America	Americas	South America	Latin America & Caribbean	8	8	4	-99	1	4422276621	4980000000	5145757575	5240606060	4787367928	3166040522	3068766109	3590753768
1	Admin-0 country	6	Slovakia	SVK	0	2	Sovereign country	Slovakia	SVK	0	Slovakia	SVK	0	Slovakia	SVK	0	Slovakia	Slovakia	SVK	Slovakia		Svk.	SK	Slovak Republic				Slovak Republic		2	4	4	9	5463046	119500	-99	2011	-99	2. Developed region: nonG7	1. High income: OECD	-99		SK	SVK	703	703	SK	SVK	-99	SVK	SVK	-99	-99	Europe	Europe	Eastern Europe	Europe & Central Asia	8	8	4	-99	1	98997521242	94416582465	98723944143	1,01171E+11	88457167724	89640741266	95241436351	1,06E+11
1	Admin-0 country	6	Slovenia	SVN	0	2	Sovereign country	Slovenia	SVN	0	Slovenia	SVN	0	Slovenia	SVN	0	Slovenia	Slovenia	SVN	Slovenia		Slo.	SLO	Republic of Slovenia				Slovenia		2	3	2	12	2005692	59340	-99	2011	-99	2. Developed region: nonG7	1. High income: OECD	-99		SI	SVN	705	705	SI	SVN	-99	SVN	SVN	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	8	8	4	-99	1	51516367349	46580457470	48401896409	49930685013	43090173061	44651537259	48441722815	54007972106
1	Admin-0 country	3	Sweden	SWE	0	2	Sovereign country	Sweden	SWE	0	Sweden	SWE	0	Sweden	SWE	0	Sweden	Sweden	SWE	Sweden		Swe.	S	Kingdom of Sweden				Sweden		1	4	2	4	9059651	344300	-99	-99	-99	2. Developed region: nonG7	1. High income: OECD	-99		SE	SWE	752	752	SE	SWE	-99	SWE	SWE	-99	-99	Europe	Europe	Northern Europe	Europe & Central Asia	6	6	4	-99	1	5,72744E+11	5,50927E+11	5,84638E+11	5,80249E+11	5,04E+11	5,16E+11	5,41E+11	5,56E+11
1	Admin-0 country	4	Swaziland	SWZ	0	2	Sovereign country	Swaziland	SWZ	0	Swaziland	SWZ	0	Swaziland	SWZ	0	Swaziland	Swaziland	SWZ	Swaziland		Swz.	SW	Kingdom of Swaziland				Swaziland		3	6	2	5	1123913	5702	-99	2007	-99	6. Developing region	4. Lower middle income	-99		SZ	SWZ	748	748	SZ	SWZ	-99	SWZ	SWZ	-99	-99	Africa	Africa	Southern Africa	Sub-Saharan Africa	9	9	4	-99	1	4820499498	4886658800	4597702897	4422304976	4073390988	3840677844	4446248678	4710618471
3	Admin-0 country	6	Netherlands	NL1	1	2	Country	Sint Maarten	SXM	0	Sint Maarten	SXM	0	Sint Maarten	SXM	0	Sint Maarten	Sint Maarten	SXM	Sint Maarten		St. M.	SX	Sint Maarten (Dutch part)		Neth.		St. Maarten (Dutch part)		4	2	2	9	37429	400	-99	-99	-99	6. Developing region	2. High income: nonOECD	-99		SX	SXM	534	534	SX	SXM	-99	SXM	SXM	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	12	12	6	4	-99	0	0	0	0	0	0	0	0
1	Admin-0 country	6	Seychelles	SYC	0	2	Sovereign country	Seychelles	SYC	0	Seychelles	SYC	0	Seychelles	SYC	0	Seychelles	Seychelles	SYC	Seychelles		Syc.	SC	Republic of Seychelles				Seychelles		5	8	3	1	87476	1715	-99	2010	-99	6. Developing region	3. Upper middle income	-99		SC	SYC	690	690	SC	SYC	-99	SYC	SYC	-99	-99	Seven seas (open ocean)	Africa	Eastern Africa	Sub-Saharan Africa	10	10	4	2	1	1065826669	1060226125	1328157608	1343007845	1377495054	1427524565	1503168689	1590180446
1	Admin-0 country	3	Syria	SYR	0	2	Sovereign country	Syria	SYR	0	Syria	SYR	0	Syria	SYR	0	Syria	Syria	SYR	Syria		Syria	SYR	Syrian Arab Republic				Syrian Arab Republic		2	6	2	6	20178485	98830	-99	2004	-99	6. Developing region	4. Lower middle income	-99		SY	SYR	760	760	SY	SYR	-99	SYR	SYR	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	5	5	5	-99	1	0	0	0	0	0	0	0	0
3	Admin-0 country	6	United Kingdom	GB1	1	2	Dependency	Turks and Caicos Islands	TCA	0	Turks and Caicos Islands	TCA	0	Turks and Caicos Islands	TCA	0	Turks and Caicos Is.	Turks and Caicos Islands	TCA	Turks and Caicos Is.		T.C. Is.	TC	Turks and Caicos Islands		U.K.		Turks and Caicos Islands		6	6	6	3	22942	216	-99	2001	-99	6. Developing region	2. High income: nonOECD	-99		TC	TCA	796	796	TC	TCA	-99	TCA	TCA	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	20	24	8	-99	-99	728789570	715722770	740776770	823968140	893501650	950357510	962525840	1022312010
1	Admin-0 country	3	Chad	TCD	0	2	Sovereign country	Chad	TCD	0	Chad	TCD	0	Chad	TCD	0	Chad	Chad	TCD	Chad		Chad	TD	Republic of Chad				Chad		6	1	8	6	10329208	15860	-99	2009	-99	7. Least developed region	5. Low income	-99		TD	TCD	148	148	TD	TCD	-99	TCD	TCD	-99	-99	Africa	Africa	Middle Africa	Sub-Saharan Africa	4	4	4	-99	1	12156380425	12368071038	12949854262	13922223233	10945989471	10090922857	9975692095	11273115239
1	Admin-0 country	6	Togo	TGO	0	2	Sovereign country	Togo	TGO	0	Togo	TGO	0	Togo	TGO	0	Togo	Togo	TGO	Togo		Togo	TG	Togolese Republic	République Togolaise			Togo		3	1	3	5	6019877	5118	-99	2010	-99	7. Least developed region	5. Low income	-99		TG	TGO	768	768	TG	TGO	-99	TGO	TGO	-99	-99	Africa	Africa	Western Africa	Sub-Saharan Africa	4	4	4	-99	1	3872459249	3873308389	4321655656	4574986536	4180866177	4486979198	4819949975	5356344850
1	Admin-0 country	3	Thailand	THA	0	2	Sovereign country	Thailand	THA	0	Thailand	THA	0	Thailand	THA	0	Thailand	Thailand	THA	Thailand		Thai.	TH	Kingdom of Thailand				Thailand		3	6	8	1	65905410	547400	-99	2010	-99	5. Emerging region: G20	3. Upper middle income	-99		TH	THA	764	764	TH	THA	-99	THA	THA	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	8	8	5	-99	1	3,70819E+11	3,97558E+11	4,20333E+11	4,07339E+11	4,01E+11	4,12E+11	4,55E+11	5,05E+11
1	Admin-0 country	4	Tajikistan	TJK	0	2	Sovereign country	Tajikistan	TJK	0	Tajikistan	TJK	0	Tajikistan	TJK	0	Tajikistan	Tajikistan	TJK	Tajikistan		Tjk.	TJ	Republic of Tajikistan				Tajikistan		3	6	2	5	7349145	13160	-99	2010	-99	6. Developing region	5. Low income	-99		TJ	TJK	762	762	TJ	TJK	-99	TJK	TJK	-99	-99	Asia	Asia	Central Asia	Europe & Central Asia	10	10	4	-99	1	6522732202	7633049792	8448469837	9112544556	7854602391	6952678127	7157865188	7522947810
1	Admin-0 country	4	Turkmenistan	TKM	0	2	Sovereign country	Turkmenistan	TKM	0	Turkmenistan	TKM	0	Turkmenistan	TKM	0	Turkmenistan	Turkmenistan	TKM	Turkmenistan		Turkm.	TM	Turkmenistan				Turkmenistan		3	2	1	9	4884887	29780	-99	1995	-99	6. Developing region	3. Upper middle income	-99		TM	TKM	795	795	TM	TKM	-99	TKM	TKM	-99	-99	Asia	Asia	Central Asia	Europe & Central Asia	12	12	6	-99	1	29233333333	35164210526	39197543859	43524210526	35799714285	36180000000	37926285714	40761142857
1	Admin-0 country	5	East Timor	TLS	0	2	Sovereign country	East Timor	TLS	0	East Timor	TLS	0	East Timor	TLS	0	Timor-Leste	Timor-Leste	TLS	Timor-Leste		T.L.	TL	Democratic Republic of Timor-Leste				Timor-Leste	East Timor	2	2	4	3	1131612	2520	-99	2010	-99	7. Least developed region	4. Lower middle income	-99		TL	TLS	626	626	TP	TMP	-99	TLS	TLS	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	11	11	4	-99	1	1054725856	1147780082	1395525350	1447312263	1596658766	1656039024	1609669330	1568611562
3	Admin-0 country	4	Tonga	TON	0	2	Sovereign country	Tonga	TON	0	Tonga	TON	0	Tonga	TON	0	Tonga	Tonga	TON	Tonga		Tongo	TO	Kingdom of Tonga				Tonga		2	1	1	8	120898	549	-99	2006	-99	6. Developing region	4. Lower middle income	-99		TO	TON	776	776	TO	TON	-99	TON	TON	-99	-99	Oceania	Oceania	Polynesia	East Asia & Pacific	5	5	5	3	1	423011844	472358251	450686353	443911052	435438217	401109307	430174168	450353313
1	Admin-0 country	5	Trinidad and Tobago	TTO	0	2	Sovereign country	Trinidad and Tobago	TTO	0	Trinidad and Tobago	TTO	0	Trinidad and Tobago	TTO	0	Trinidad and Tobago	Trinidad and Tobago	TTO	Trinidad and Tobago		Tr.T.	TT	Republic of Trinidad and Tobago				Trinidad and Tobago		5	6	2	5	1310000	29010	-99	2011	-99	6. Developing region	2. High income: nonOECD	-99		TT	TTO	780	780	TT	TTO	-99	TTO	TTO	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	19	19	5	2	1	25433011405	25763220107	27268478564	27615843098	25062893969	22284780326	22474828527	23808146747
1	Admin-0 country	3	Tunisia	TUN	0	2	Sovereign country	Tunisia	TUN	0	Tunisia	TUN	0	Tunisia	TUN	0	Tunisia	Tunisia	TUN	Tunisia		Tun.	TN	Republic of Tunisia				Tunisia		4	3	3	2	10486339	81710	-99	2004	-99	6. Developing region	3. Upper middle income	-99		TN	TUN	788	788	TN	TUN	-99	TUN	TUN	-99	-99	Africa	Africa	Northern Africa	Middle East & North Africa	7	7	4	-99	1	45810626509	45044112939	46251061734	47632326088	43173480831	41802653631	39813383483	39871132267
1	Admin-0 country	2	Turkey	TUR	0	2	Sovereign country	Turkey	TUR	0	Turkey	TUR	0	Turkey	TUR	0	Turkey	Turkey	TUR	Turkey		Tur.	TR	Republic of Turkey				Turkey		6	3	8	4	76805524	902700	-99	2000	-99	4. Emerging region: MIKT	3. Upper middle income	-99		TR	TUR	792	792	TR	TUR	-99	TUR	TUR	-99	-99	Asia	Asia	Western Asia	Europe & Central Asia	6	6	4	-99	1	8,32524E+11	8,73982E+11	9,50579E+11	9,34186E+11	8,6E+11	8,64E+11	8,53E+11	7,71E+11
1	Admin-0 country	3	Taiwan	TWN	0	2	Sovereign country	Taiwan	TWN	0	Taiwan	TWN	0	Taiwan	TWN	1	Taiwan	Taiwan	B77	Taiwan		Taiwan	TW				"Self admin.; Claimed by China"	Taiwan		1	5	7	2	22974347	712000	-99	-99	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		TW	TWN	158	-99	-99	-99	-99	TWN	TWN	-99	-99	Asia	Asia	Eastern Asia	East Asia & Pacific	6	6	6	-99	1	0	0	0	0	0	0	0	0
1	Admin-0 country	3	United Republic of Tanzania	TZA	0	2	Sovereign country	United Republic of Tanzania	TZA	0	Tanzania	TZA	0	Tanzania	TZA	0	Tanzania	Tanzania	TZA	Tanzania		Tanz.	TZ	United Republic of Tanzania				Tanzania		3	6	2	2	41048532	54250	-99	2002	-99	7. Least developed region	5. Low income	-99		TZ	TZA	834	834	TZ	TZA	-99	TZA	TZA	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	8	8	5	-99	1	34657139495	39650530214	45680532613	49964788814	47378599025	49774021003	53320625958	58001200572
1	Admin-0 country	3	Uganda	UGA	0	2	Sovereign country	Uganda	UGA	0	Uganda	UGA	0	Uganda	UGA	0	Uganda	Uganda	UGA	Uganda		Uga.	UG	Republic of Uganda				Uganda		6	3	6	4	32369558	39380	-99	2002	-99	7. Least developed region	5. Low income	-99		UG	UGA	800	800	UG	UGA	-99	UGA	UGA	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	6	6	4	-99	1	20176025256	23114293416	24599550623	27291879819	27102650386	24133664284	25995031850	27461440192
1	Admin-0 country	3	Ukraine	UKR	0	2	Sovereign country	Ukraine	UKR	0	Ukraine	UKR	0	Ukraine	UKR	0	Ukraine	Ukraine	UKR	Ukraine		Ukr.	UA	Ukraine				Ukraine		5	1	6	3	45700395	339800	-99	2001	-99	6. Developing region	4. Lower middle income	-99		UA	UKR	804	804	UA	UKR	-99	UKR	UKR	-99	-99	Europe	Europe	Eastern Europe	Europe & Central Asia	7	7	4	-99	1	1,6316E+11	1,75781E+11	1,8331E+11	1,33503E+11	91030959454	93355993628	1,12E+11	1,31E+11
1	Admin-0 country	4	Uruguay	URY	0	2	Sovereign country	Uruguay	URY	0	Uruguay	URY	0	Uruguay	URY	0	Uruguay	Uruguay	URY	Uruguay		Ury.	UY	Oriental Republic of Uruguay				Uruguay		1	2	2	10	3494382	43160	-99	2004	-99	5. Emerging region: G20	3. Upper middle income	-99		UY	URY	858	858	UY	URY	-99	URY	URY	-99	-99	South America	Americas	South America	Latin America & Caribbean	7	7	4	-99	1	47962439302	51264390114	57531233351	57236013057	53274304222	52687612262	56488991831	59596885024
1	Admin-0 country	2	United States of America	US1	1	2	Country	United States of America	USA	0	United States of America	USA	0	United States of America	USA	0	United States	United States	USA	United States		U.S.A.	US	United States of America				United States of America		4	5	1	1	313973000	15094000	0	2010	0	1. Developed region: G7	1. High income: OECD	0		US	USA	840	840	US	USA	-99	USA	USA	-99	-99	North America	Americas	Northern America	North America	13	13	6	-99	1	0	0	0	0	0	0	0	0
1	Admin-0 country	3	Uzbekistan	UZB	0	2	Sovereign country	Uzbekistan	UZB	0	Uzbekistan	UZB	0	Uzbekistan	UZB	0	Uzbekistan	Uzbekistan	UZB	Uzbekistan		Uzb.	UZ	Republic of Uzbekistan				Uzbekistan		2	3	5	4	27606007	71670	-99	1989	-99	6. Developing region	4. Lower middle income	-99		UZ	UZB	860	860	UZ	UZB	-99	UZB	UZB	-99	-99	Asia	Asia	Central Asia	Europe & Central Asia	10	10	4	5	1	56516280748	63628854498	68997168337	76658542757	81847410181	81779012350	59159945320	50499921557
6	Admin-0 country	6	Vatican	VAT	0	2	Sovereign country	Vatican	VAT	0	Vatican	VAT	0	Vatican	VAT	0	Vatican	Vatican	VAT	Vatican		Vat.	V	State of the Vatican City				Vatican (Holy Sea)	Holy Sea	1	3	4	2	832	355	0	-99	0	2. Developed region: nonG7	2. High income: nonOECD	0		VA	VAT	336	336	-99	-99	-99	VAT	VAT	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	7	7	4	4	1	0	0	0	0	0	0	0	0
1	Admin-0 country	6	Saint Vincent and the Grenadines	VCT	0	2	Sovereign country	Saint Vincent and the Grenadines	VCT	0	Saint Vincent and the Grenadines	VCT	0	Saint Vincent and the Grenadines	VCT	0	St. Vin. and Gren.	Saint Vincent and the Grenadines	VCT	St. Vin. and Gren.		St.V.G.	VC	Saint Vincent and the Grenadines				St. Vincent and the Grenadines		1	1	5	7	104574	1070	-99	2011	-99	6. Developing region	3. Upper middle income	-99		VC	VCT	670	670	VC	VCT	-99	VCT	VCT	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	18	32	7	-99	1	676129407	692933740	721207407	727714814	755400000	774429629	792177777	811300000
1	Admin-0 country	3	Venezuela	VEN	0	2	Sovereign country	Venezuela	VEN	0	Venezuela	VEN	0	Venezuela	VEN	0	Venezuela	Venezuela	VEN	Venezuela		Ven.	VE	Bolivarian Republic of Venezuela	República Bolivariana de Venezuela			Venezuela, RB		1	3	1	4	26814843	357400	-99	2001	-99	5. Emerging region: G20	3. Upper middle income	-99		VE	VEN	862	862	VE	VEN	-99	VEN	VEN	-99	-99	South America	Americas	South America	Latin America & Caribbean	9	9	4	-99	1	3,16482E+11	3,81286E+11	3,71005E+11	4,82359E+11	0	0	0	0
3	Admin-0 country	6	United Kingdom	GB1	1	2	Dependency	British Virgin Islands	VGB	0	British Virgin Islands	VGB	0	British Virgin Islands	VGB	0	British Virgin Is.	British Virgin Islands	VGB	British Virgin Is.		V.I. (Br.)	VG	British Virgin Islands		U.K.		British Virgin Islands		6	6	6	3	24491	853.4	-99	-99	-99	2. Developed region: nonG7	1. High income: OECD	-99		VG	VGB	92	92	-99	-99	-99	VGB	VGB	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	18	22	10	3	-99	0	0	0	0	0	0	0	0
3	Admin-0 country	6	United States of America	US1	1	2	Dependency	United States Virgin Islands	VIR	0	United States Virgin Islands	VIR	0	United States Virgin Islands	VIR	0	U.S. Virgin Is.	United States Virgin Islands	VIR	U.S. Virgin Is.		V.I. (U.S.)	VI	Virgin Islands of the United States		U.S.A.		Virgin Islands (U.S.)		4	5	1	1	109825	1577	-99	2010	-99	6. Developing region	2. High income: nonOECD	-99		VI	VIR	850	850	VI	VIR	-99	VIR	VIR	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	15	28	11	3	-99	4239000000	4095000000	3762000000	3622000000	3748000000	3863000000	3855000000	3885000000
1	Admin-0 country	2	Vietnam	VNM	0	2	Sovereign country	Vietnam	VNM	0	Vietnam	VNM	0	Vietnam	VNM	0	Vietnam	Vietnam	VNM	Vietnam		Viet.	VN	Socialist Republic of Vietnam				Vietnam		5	6	5	4	86967524	241700	-99	2009	-99	5. Emerging region: G20	4. Lower middle income	-99		VN	VNM	704	704	VN	VNM	-99	VNM	VNM	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	7	7	5	2	1	1,35539E+11	1,5582E+11	1,71222E+11	1,86205E+11	1,93E+11	2,05E+11	2,24E+11	2,45E+11
1	Admin-0 country	4	Vanuatu	VUT	0	2	Sovereign country	Vanuatu	VUT	0	Vanuatu	VUT	0	Vanuatu	VUT	0	Vanuatu	Vanuatu	VUT	Vanuatu		Van.	VU	Republic of Vanuatu				Vanuatu		6	3	7	3	218519	988.5	-99	2009	-99	7. Least developed region	4. Lower middle income	-99		VU	VUT	548	548	VU	VUT	-99	VUT	VUT	-99	-99	Oceania	Oceania	Melanesia	East Asia & Pacific	7	7	4	2	1	792149700	781702874	801787555	814954306	759689950	804332795	880043553	914301119
3	Admin-0 country	4	France	FR1	1	2	Dependency	Wallis and Futuna	WLF	0	Wallis and Futuna	WLF	0	Wallis and Futuna	WLF	0	Wallis and Futuna Is.	Wallis and Futuna Islands	WLF	Wallis and Futuna Islands		Wlf.	WF	Wallis and Futuna Islands		Fr.		Wallis and Futuna		7	5	9	11	15289	60	-99	-99	-99	6. Developing region	4. Lower middle income	-99		WF	WLF	876	876	-99	-99	-99	WLF	WLF	-99	-99	Oceania	Oceania	Polynesia	East Asia & Pacific	21	25	4	3	-99	0	0	0	0	0	0	0	0
1	Admin-0 country	4	Samoa	WSM	0	2	Sovereign country	Samoa	WSM	0	Samoa	WSM	0	Samoa	WSM	0	Samoa	Samoa	WSM	Samoa		Samoa	WS	Independent State of Samoa				Samoa		3	3	4	6	219998	1049	-99	2006	-99	7. Least developed region	4. Lower middle income	-99		WS	WSM	882	882	WS	WSM	-99	WSM	WSM	-99	-99	Oceania	Oceania	Polynesia	East Asia & Pacific	5	5	5	-99	1	737401684	760549577	770021643	756919933	788307314	799376439	831903814	820491798
1	Admin-0 country	3	Yemen	YEM	0	2	Sovereign country	Yemen	YEM	0	Yemen	YEM	0	Yemen	YEM	0	Yemen	Yemen	YEM	Yemen		Yem.	YE	Republic of Yemen				Yemen, Rep.		5	3	3	11	23822783	55280	-99	2004	-99	7. Least developed region	4. Lower middle income	-99		YE	YEM	887	887	RY	YEM	-99	YEM	YEM	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	5	5	4	-99	1	32726417878	35401339869	40415233436	43228585321	43228585321	42628328212	30968242968	26818703093
1	Admin-0 country	2	South Africa	ZAF	0	2	Sovereign country	South Africa	ZAF	0	South Africa	ZAF	0	South Africa	ZAF	0	South Africa	South Africa	ZAF	South Africa		S.Af.	ZA	Republic of South Africa				South Africa		2	3	4	2	49052489	491000	-99	2001	-99	5. Emerging region: G20	3. Upper middle income	-99		ZA	ZAF	710	710	ZA	ZAF	-99	ZAF	ZAF	-99	-99	Africa	Africa	Southern Africa	Sub-Saharan Africa	12	12	5	-99	1	4,16419E+11	3,96333E+11	3,66829E+11	3,50905E+11	3,18E+11	2,96E+11	3,5E+11	3,68E+11
1	Admin-0 country	3	Zambia	ZMB	0	2	Sovereign country	Zambia	ZMB	0	Zambia	ZMB	0	Zambia	ZMB	0	Zambia	Zambia	ZMB	Zambia		Zambia	ZM	Republic of Zambia				Zambia		5	8	5	13	11862740	17500	-99	2010	-99	7. Least developed region	4. Lower middle income	-99		ZM	ZMB	894	894	ZM	ZMB	-99	ZMB	ZMB	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	6	6	6	-99	1	23460098339	25503370699	28045460442	27150630607	21243350632	20954754378	25868142076	26720073435
1	Admin-0 country	3	Zimbabwe	ZWE	0	2	Sovereign country	Zimbabwe	ZWE	0	Zimbabwe	ZWE	0	Zimbabwe	ZWE	0	Zimbabwe	Zimbabwe	ZWE	Zimbabwe		Zimb.	ZW	Republic of Zimbabwe				Zimbabwe		1	5	3	9	12619600	9323	0	2002	0	5. Emerging region: G20	5. Low income	-99		ZW	ZWE	716	716	ZW	ZWE	-99	ZWE	ZWE	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	8	8	5	-99	1	14101920300	17114849900	19091020000	19495519600	19963120600	20548678100	22813010116	31000519447
